protocol_type,service,flag,src_bytes,dst_bytes,logged_in,serror_rate,srv_serror_rate,same_srv_rate,diff_srv_rate,dst_host_same_srv_rate,dst_host_serror_rate,dst_host_srv_serror_rate,dst_host_rerror_rate,dst_host_srv_rerror_rate,class
1,22,5,0,0,0,43,23,7,7,7,63,43,0,0,0
1,22,9,405,582,1,0,0,75,0,94,0,0,1,0,1
1,22,9,377,420,1,0,0,75,0,100,0,0,0,0,1
1,50,5,0,0,0,25,21,75,0,35,1,1,0,0,1
1,17,9,108,225,0,0,0,75,0,7,0,0,0,0,1
1,3,1,0,0,0,0,0,9,7,7,0,0,97,61,0
0,14,9,154,0,0,0,0,75,0,5,36,0,1,0,0
1,22,9,256,561,1,0,0,75,0,100,0,0,3,6,1
1,29,1,0,0,0,0,0,4,7,4,0,0,97,61,0
1,22,9,476,319,1,0,0,75,0,100,0,0,0,0,1
1,22,9,284,123,1,0,0,75,0,100,0,0,0,0,1
1,45,4,0,0,0,0,0,75,0,1,0,0,82,61,0
1,45,5,0,0,0,43,31,6,6,2,63,43,0,0,0
1,45,5,0,0,0,43,31,8,7,4,63,43,0,0,0
1,18,9,80,524,1,0,0,75,0,52,0,0,0,0,0
1,22,9,396,110,1,0,0,75,0,100,0,0,0,0,1
1,45,10,0,0,0,43,31,75,0,3,46,43,0,0,0
1,22,9,388,17,1,0,0,75,0,100,0,0,0,0,1
0,14,9,17,0,0,0,0,75,0,100,0,0,0,0,0
1,50,9,63,284,1,0,0,75,0,3,59,0,0,0,1
1,45,5,0,0,0,43,31,5,6,4,63,43,0,0,0
1,50,9,119,721,1,0,0,75,0,71,0,0,0,0,1
0,13,9,220,0,0,0,0,75,0,100,0,0,0,0,0
2,45,9,373,0,0,0,0,75,0,1,0,0,75,0,0
2,11,9,505,878,0,0,0,75,0,99,0,0,0,0,1
1,35,5,0,0,0,43,31,7,6,8,63,43,0,0,0
1,16,5,0,0,0,43,31,16,6,7,63,43,0,0,0
0,13,9,611,0,0,0,0,75,0,100,0,0,0,0,0
0,14,9,17,0,0,0,0,75,0,20,0,0,0,0,0
2,45,9,373,0,0,0,0,75,0,17,0,0,0,0,0
1,22,9,466,67,1,0,0,75,0,100,0,0,1,0,1
2,40,9,149,24,0,0,0,75,0,0,0,0,0,0,1
1,17,9,2,196,0,0,0,75,0,4,0,0,0,0,1
1,19,9,282,0,1,0,0,75,0,30,0,0,0,0,1
1,56,5,0,0,0,43,31,9,6,2,63,43,0,0,0
0,13,9,611,0,0,0,0,75,0,100,0,0,0,0,0
0,13,9,611,0,0,0,0,75,0,100,0,0,0,0,0
1,6,5,0,0,0,43,31,3,7,2,63,43,0,0,0
1,50,9,251,785,1,0,0,75,0,55,0,0,0,0,1
1,22,9,279,937,1,0,0,75,0,100,0,0,0,0,1
2,45,9,1,0,0,0,0,8,17,18,16,0,20,0,0
1,45,5,0,0,0,43,31,9,7,0,63,43,0,0,0
1,22,9,257,1179,1,0,0,75,0,100,0,0,0,0,1
1,22,9,219,309,1,0,0,75,0,100,0,0,0,0,1
1,19,9,322,0,0,0,0,75,0,41,0,0,0,0,1
1,17,5,0,0,0,43,31,10,5,8,63,43,0,0,0
2,45,9,1,0,0,0,0,75,0,2,0,0,0,0,0
1,19,9,282,0,0,0,0,75,0,18,0,0,0,0,1
1,22,9,433,688,1,0,0,75,0,100,0,0,0,0,1
0,14,9,17,0,0,0,0,75,0,34,8,0,2,0,0
1,22,9,279,281,1,0,0,75,0,100,0,0,0,0,1
1,45,5,0,0,0,43,31,1,7,7,63,43,0,0,0
1,45,5,0,0,0,43,31,2,7,2,63,43,0,0,0
2,40,9,151,0,0,0,0,75,0,0,0,0,0,0,1
1,22,9,323,860,1,0,0,75,0,100,0,0,0,0,1
1,22,9,309,591,1,0,0,75,0,100,0,0,0,1,1
1,32,1,0,0,0,0,0,1,7,8,0,0,97,61,0
0,13,9,611,0,0,0,0,75,0,100,0,0,0,0,0
1,22,9,308,101,1,0,0,75,0,100,0,0,0,1,1
1,50,9,560,707,1,0,0,75,0,36,0,0,0,0,1
1,33,5,0,0,0,43,31,2,7,2,63,43,0,0,0
1,22,9,438,970,1,0,0,75,0,100,0,0,0,0,1
1,56,5,0,0,0,43,31,2,5,3,63,43,0,0,0
1,28,5,0,0,0,43,31,4,6,2,63,43,0,0,0
1,22,9,269,383,1,0,0,75,0,100,0,0,0,0,1
1,22,1,0,0,0,0,0,6,5,7,0,0,97,61,0
1,22,9,427,433,1,0,0,75,0,100,0,0,0,0,1
2,11,9,502,175,0,0,0,75,0,100,0,0,0,0,1
1,60,2,0,0,0,0,0,11,8,5,0,0,97,61,0
1,6,5,0,0,0,43,31,2,6,2,63,43,0,0,0
1,27,5,0,0,0,43,31,21,5,6,63,43,0,0,0
1,45,5,0,0,0,43,31,7,6,6,63,43,0,0,0
1,33,5,0,0,0,43,31,11,5,1,63,43,0,0,0
1,22,9,387,655,1,0,0,75,0,100,0,0,0,0,1
1,22,1,0,0,0,0,0,75,0,100,0,0,97,61,1
1,22,9,252,635,1,0,0,75,0,100,0,0,0,0,1
1,22,1,0,0,0,0,0,75,0,100,0,0,95,43,1
1,19,9,493,0,0,0,0,75,0,5,1,0,0,0,1
1,19,9,442,0,1,0,0,75,0,100,0,0,0,0,0
1,4,5,0,0,0,43,31,3,5,4,63,43,0,0,0
1,22,9,284,302,1,0,3,75,0,100,0,1,0,0,1
1,5,5,0,0,0,43,31,6,6,5,63,43,0,0,0
1,22,1,0,0,0,0,0,75,0,100,0,0,89,56,1
1,22,9,410,18,1,0,0,75,0,100,0,0,0,0,1
1,50,9,70,920,1,0,0,75,0,5,0,0,5,0,1
2,45,9,23,244,0,0,0,25,25,93,0,0,0,0,1
1,45,1,0,0,0,0,0,75,0,0,0,0,44,61,0
1,22,9,299,1090,1,0,0,75,0,100,0,0,0,0,1
2,45,9,23,238,0,0,0,75,0,96,0,0,0,0,1
1,45,5,0,0,0,43,31,4,7,4,63,43,0,0,0
1,22,9,193,1276,1,0,0,75,0,100,0,0,0,0,1
1,45,1,0,0,0,1,0,1,52,0,0,0,29,61,0
1,22,9,286,509,1,0,0,75,0,100,0,0,3,2,1
1,32,5,0,0,0,43,31,8,5,7,63,43,0,0,0
0,14,9,523,0,0,0,0,75,0,100,0,0,0,0,0
1,7,5,0,0,0,43,31,3,8,2,63,43,0,0,0
1,22,9,277,1005,1,0,0,75,0,100,0,0,0,0,1
1,22,1,0,0,0,0,0,75,0,100,0,0,97,58,1
1,45,5,0,0,0,43,31,4,6,3,63,43,0,0,0
1,33,5,0,0,0,43,31,4,6,4,63,43,0,0,0
1,50,9,69,716,1,0,0,75,0,97,0,0,5,5,1
2,11,9,505,161,0,0,0,75,1,97,0,0,0,0,1
1,22,9,280,6,1,0,0,75,0,100,0,0,0,0,1
0,13,9,611,0,0,0,0,75,0,100,0,0,0,0,0
1,45,4,0,0,0,0,0,75,0,1,0,0,67,61,0
1,18,9,573,439,1,0,0,75,0,31,0,0,0,0,1
1,45,5,0,0,0,43,31,1,7,1,63,43,0,0,0
1,22,1,0,0,0,0,0,75,0,100,0,0,97,51,1
1,22,9,272,650,1,0,0,75,0,100,0,0,0,0,1
1,31,1,0,0,0,0,0,4,6,4,0,0,97,61,0
1,22,9,398,228,1,0,0,75,0,100,0,0,0,0,1
1,37,1,0,0,0,0,0,6,9,2,0,0,97,61,0
1,50,9,561,716,1,0,0,75,0,100,0,0,0,0,1
1,19,5,0,0,0,43,31,7,7,6,63,43,0,0,0
0,13,9,611,0,0,0,0,75,0,100,0,0,0,0,0
1,45,5,0,0,0,43,31,2,7,15,31,43,4,0,0
1,45,1,0,0,0,0,0,47,52,0,11,0,41,61,0
0,14,9,17,0,0,0,0,75,0,68,0,0,0,0,0
1,22,9,419,769,1,0,0,75,0,100,0,1,0,0,1
1,7,5,0,0,0,43,31,3,6,2,63,43,0,0,0
2,11,9,505,140,0,0,0,75,0,100,0,0,0,0,1
1,45,5,0,0,0,43,31,7,5,7,63,43,0,0,0
0,13,9,611,0,0,0,0,75,0,100,0,0,0,0,0
1,22,9,289,137,1,0,0,75,0,100,0,0,0,0,1
1,19,9,493,0,1,0,0,75,0,35,1,0,0,0,1
1,19,9,173,0,1,0,0,75,0,51,0,1,0,0,1
1,19,9,662,0,1,0,0,75,0,38,0,0,2,0,1
1,36,5,0,0,0,43,31,1,6,2,63,43,0,0,0
1,45,5,0,0,0,43,31,6,7,6,63,43,0,0,0
1,18,5,0,0,0,43,31,2,6,3,63,43,0,0,0
2,11,9,507,1099,0,0,0,75,0,100,0,0,0,0,1
2,11,9,507,1124,0,0,0,75,0,65,0,0,0,0,1
1,22,9,382,673,1,0,0,75,0,100,0,0,0,0,1
1,22,9,478,1171,1,0,0,75,0,100,0,0,0,0,1
2,11,9,502,1132,0,0,0,75,0,100,0,0,0,0,1
2,11,9,505,92,0,0,0,75,0,100,0,0,0,0,1
1,22,9,398,72,1,0,0,75,0,100,0,0,0,0,1
1,22,9,446,91,1,0,0,75,0,100,0,0,0,0,1
1,22,9,413,896,1,0,0,75,0,100,0,1,0,0,1
1,22,9,264,118,1,0,0,75,0,100,0,0,0,0,1
1,50,9,678,718,1,0,0,75,0,75,0,0,0,0,1
1,22,9,273,659,1,0,0,75,0,100,0,0,0,0,1
1,22,1,0,0,0,0,0,75,0,100,0,0,97,61,1
1,22,9,414,986,1,0,0,75,0,100,0,0,0,0,1
2,11,9,502,136,0,0,0,75,0,100,0,0,0,0,1
1,26,5,0,0,0,43,31,75,0,4,63,43,0,0,0
1,22,9,529,1196,1,0,0,75,0,100,0,0,2,2,0
1,8,5,0,0,0,43,31,9,5,10,63,43,0,0,0
1,27,5,0,0,0,43,31,6,6,8,63,43,0,0,0
1,6,1,0,0,0,0,0,2,8,1,0,0,97,61,0
1,19,9,343,0,1,0,0,75,0,77,0,0,0,0,1
2,40,9,149,24,0,0,0,75,0,0,0,0,0,0,1
1,22,9,296,793,1,0,0,75,0,100,2,0,0,0,1
1,22,9,257,923,1,0,0,75,0,100,0,0,0,0,1
1,22,9,271,1194,1,0,0,75,0,100,0,0,0,0,1
1,22,9,351,1228,1,0,0,75,0,100,0,0,0,0,1
1,22,9,427,1023,1,0,0,75,0,100,0,0,0,0,1
1,7,5,0,0,0,43,31,3,8,7,63,43,0,0,0
0,59,9,222,0,0,0,0,47,52,2,0,0,0,0,1
0,14,9,17,0,0,0,0,75,0,52,0,0,0,0,0
1,22,9,400,353,1,0,0,75,0,100,0,0,0,0,1
1,37,5,0,0,0,43,31,1,7,0,63,43,0,0,0
0,13,9,611,0,0,0,0,75,0,100,0,0,0,0,0
1,22,9,243,684,1,0,0,75,0,100,0,0,0,0,1
1,62,1,0,0,0,0,0,1,7,1,0,0,97,61,0
0,13,9,611,0,0,0,0,75,0,100,0,0,0,0,0
0,13,9,611,0,0,0,0,75,0,100,0,0,0,0,0
1,22,9,353,1220,1,0,0,75,0,100,0,0,0,0,1
1,50,9,626,713,1,0,0,75,0,53,1,2,1,0,1
1,2,5,0,0,0,43,31,6,6,2,63,43,0,0,0
2,40,9,149,24,0,0,0,47,38,1,0,0,0,0,1
1,45,5,0,0,0,43,31,0,6,6,63,43,0,0,0
1,37,1,0,0,0,0,0,14,6,7,0,0,97,61,0
2,11,9,501,862,0,0,0,75,0,76,0,0,0,0,1
1,22,1,0,0,0,0,0,75,0,100,0,0,44,40,1
1,54,1,0,0,0,0,0,9,6,3,0,0,97,61,0
1,22,9,432,863,1,0,0,75,0,100,0,0,0,0,1
1,4,5,0,0,0,43,31,6,6,3,63,43,0,0,0
1,50,9,128,705,1,0,0,75,0,54,0,0,0,0,1
1,45,1,0,0,0,0,0,47,52,0,0,0,62,61,0
2,11,9,507,1124,0,0,0,75,1,100,0,0,0,0,1
1,22,9,431,428,1,0,0,75,0,100,0,1,0,1,1
1,56,5,0,0,0,43,31,75,0,14,10,27,0,0,1
1,19,9,282,0,1,0,0,75,0,50,0,0,0,0,1
1,45,5,0,0,0,43,31,15,7,2,63,43,0,0,0
1,22,9,401,194,1,0,0,75,0,88,0,1,0,1,1
1,45,5,0,0,0,43,31,6,7,2,63,43,0,0,0
1,22,9,390,400,1,0,0,75,0,100,0,1,0,0,1
1,22,9,445,722,1,0,0,75,0,100,0,0,0,0,1
2,11,9,502,136,0,0,0,75,0,100,0,0,0,0,1
1,22,9,306,574,1,0,0,75,0,100,0,0,0,0,1
1,22,9,412,609,1,0,0,75,0,100,0,0,0,0,1
1,45,5,0,0,0,43,31,8,6,7,63,43,0,0,0
1,22,9,329,677,1,0,0,75,0,100,0,0,0,0,1
1,50,9,291,721,1,0,0,75,0,58,0,0,0,0,1
1,45,1,0,0,0,0,0,5,7,2,0,0,97,61,0
1,22,9,249,350,1,0,0,75,0,100,0,0,0,0,1
0,13,9,220,0,0,0,0,75,0,100,0,0,0,0,0
1,34,5,0,0,0,43,31,13,6,5,63,43,0,0,0
1,56,9,211,156,1,0,0,75,0,25,62,42,0,0,1
1,15,5,0,0,0,43,31,13,6,2,63,43,0,0,0
1,16,2,0,0,0,0,0,2,7,1,0,0,97,61,0
1,19,9,18,0,0,0,0,75,0,22,1,2,0,0,1
1,22,9,370,1111,1,0,0,75,0,100,0,0,0,0,1
0,14,9,17,0,0,0,0,75,0,79,0,0,2,0,0
1,22,1,0,0,0,0,0,75,0,100,0,0,97,54,1
2,11,9,507,888,0,0,0,75,0,100,0,0,0,0,1
1,22,9,277,1088,1,0,0,75,0,100,0,0,0,0,1
2,11,9,502,166,0,0,0,75,0,100,0,0,0,0,1
2,40,9,144,24,0,0,0,75,0,0,0,0,0,0,1
1,50,9,155,768,1,0,0,75,0,100,0,0,0,0,1
1,6,5,0,0,0,43,31,1,6,1,63,43,0,0,0
1,22,9,246,220,1,0,0,75,0,100,0,0,0,0,1
1,22,9,272,496,1,0,0,75,0,100,0,0,0,0,1
1,60,5,0,0,0,43,31,12,6,1,63,43,0,0,0
1,22,5,0,0,0,25,21,75,0,100,14,0,0,0,1
1,45,5,0,0,0,43,31,4,7,2,63,43,0,0,0
0,14,9,551,0,0,0,0,75,0,1,0,0,88,0,1
2,45,9,23,238,0,0,0,75,0,93,0,0,0,0,1
1,61,1,0,0,0,0,0,1,7,1,0,0,97,61,0
0,14,9,17,0,0,0,0,75,0,100,0,0,0,0,0
1,45,5,0,0,0,43,31,22,5,2,63,43,0,0,0
1,19,9,259,0,1,0,0,75,0,57,5,0,0,0,1
1,24,5,0,0,0,43,31,3,6,7,63,43,0,0,0
1,22,1,0,0,0,0,0,75,0,100,0,0,97,61,1
1,45,5,0,0,0,43,31,5,5,46,56,43,0,0,0
1,22,9,390,181,1,0,0,75,0,100,0,0,0,0,1
1,4,1,0,0,0,0,0,5,7,5,0,0,97,61,0
1,52,5,0,0,0,43,31,7,5,3,63,43,0,0,0
1,45,5,0,0,0,43,31,5,7,5,63,43,0,0,0
1,36,5,0,0,0,43,31,12,6,10,63,43,0,0,0
1,22,9,277,561,1,0,0,75,0,100,0,0,0,0,1
1,22,9,404,1054,1,0,0,75,0,100,0,0,0,0,1
1,22,9,228,990,1,0,0,75,0,100,0,0,0,0,1
1,45,4,0,0,0,0,0,75,0,0,0,0,97,61,0
2,45,9,23,238,0,0,0,33,45,86,0,0,0,0,1
1,18,5,0,0,0,43,31,6,5,2,63,43,0,0,0
1,19,9,588,0,1,0,0,75,0,17,0,0,0,0,1
1,22,9,207,682,1,0,0,75,0,100,0,0,0,0,1
1,22,9,223,242,1,0,0,75,0,100,0,0,0,0,1
1,48,5,0,0,0,43,31,0,6,0,63,43,0,0,0
1,22,9,271,541,1,0,0,75,0,100,0,0,0,0,1
1,45,5,0,0,0,43,31,5,5,5,63,43,0,0,0
2,11,9,501,862,0,0,0,75,0,100,0,0,0,0,1
2,11,9,507,888,0,0,0,75,0,100,0,0,0,0,1
1,22,9,408,1158,1,0,0,75,0,100,0,0,0,0,1
1,22,9,257,548,1,0,0,75,0,100,0,0,0,0,1
1,22,9,249,464,1,0,0,75,0,100,0,0,0,0,1
1,22,9,435,471,1,0,0,75,0,100,0,0,0,0,1
1,50,9,274,701,1,0,0,75,0,71,0,3,0,1,1
1,17,5,0,0,0,41,31,36,9,3,63,43,0,0,0
1,45,5,0,0,0,43,31,1,6,0,63,43,0,0,0
1,17,5,0,0,0,43,31,47,8,23,63,43,0,0,0
1,3,5,0,0,0,43,31,3,6,4,63,43,0,0,0
1,12,5,0,0,0,43,31,47,29,1,63,43,0,0,0
1,19,5,0,0,0,43,31,24,10,24,61,21,0,0,0
1,22,9,272,720,1,0,0,75,0,100,0,0,0,1,1
1,45,4,1,0,0,0,0,75,0,1,0,0,97,61,0
1,22,9,355,731,1,0,0,75,0,100,0,1,0,0,1
1,40,1,0,0,0,15,0,0,52,0,10,0,88,61,0
0,14,9,17,0,0,0,0,75,0,18,0,0,0,0,0
1,17,5,0,0,0,43,31,26,11,25,63,34,0,0,0
1,22,9,180,743,1,0,0,75,0,100,0,0,0,0,1
1,18,5,0,0,0,43,31,1,6,1,63,43,0,0,0
1,20,5,0,0,0,43,31,4,8,3,63,43,0,0,0
1,4,1,0,0,0,0,0,7,7,7,0,0,97,61,0
1,37,5,0,0,0,43,31,9,6,5,63,43,0,0,0
1,32,5,0,0,0,43,31,9,5,9,63,43,0,0,0
1,19,9,42,0,0,0,0,75,0,12,0,0,0,0,1
0,14,9,523,0,0,0,0,75,0,100,0,0,0,0,0
1,4,5,0,0,0,43,31,2,5,3,63,43,0,0,0
1,45,1,0,0,0,0,0,14,7,5,0,0,97,61,0
1,22,9,249,308,1,0,0,75,0,100,0,0,0,0,1
1,45,5,0,0,0,43,31,13,4,6,63,43,0,0,0
0,13,9,611,0,0,0,0,75,0,100,0,0,0,0,0
1,22,9,308,462,1,0,0,75,0,100,0,0,0,0,1
0,13,9,611,0,0,0,0,75,0,100,0,0,0,0,0
1,0,4,46,1175,1,0,0,75,0,38,14,19,17,27,1
1,22,9,449,1191,1,0,0,75,0,100,0,0,1,1,1
1,56,9,93,678,1,0,0,75,0,10,0,0,0,0,1
2,45,9,373,0,0,0,0,75,0,4,0,0,0,0,0
2,11,9,502,1145,0,0,0,75,0,79,0,0,0,0,1
1,63,5,0,0,0,43,31,3,8,2,63,43,0,0,0
1,34,5,0,0,0,43,31,1,7,1,63,43,0,0,0
1,45,5,0,0,0,43,31,10,6,7,63,43,0,0,0
1,42,5,0,0,0,43,31,1,6,1,63,43,0,0,0
1,22,9,254,917,1,0,0,75,0,100,0,0,0,0,1
1,45,5,0,0,0,43,31,7,5,5,63,43,0,0,0
1,50,9,227,874,1,0,0,75,0,57,0,0,0,0,1
1,54,5,0,0,0,43,31,11,6,5,63,43,0,0,0
1,45,1,0,0,0,0,0,5,52,1,0,0,15,61,0
1,19,9,442,0,1,0,0,75,0,100,0,0,0,0,0
1,28,5,0,0,0,43,31,13,6,2,63,43,0,0,0
1,22,5,0,0,0,43,31,41,21,26,63,43,0,0,0
1,22,9,393,357,1,0,0,75,0,100,0,0,0,0,1
0,14,9,17,0,0,0,0,75,0,40,1,0,39,0,0
1,38,5,0,0,0,43,31,3,6,7,63,43,0,0,0
0,13,9,397,0,0,0,0,75,0,100,0,0,0,0,1
1,56,5,0,0,0,43,31,4,7,4,63,43,0,0,0
1,50,9,558,701,1,0,0,47,52,4,0,9,0,0,1
1,22,4,529,1196,1,0,0,75,0,100,0,0,4,4,0
1,56,5,0,0,0,43,31,21,10,9,63,43,0,0,0
1,22,9,316,449,1,0,0,75,0,100,0,0,0,0,1
2,45,9,373,0,0,26,0,46,4,36,9,0,53,0,0
2,45,9,1,0,0,0,0,75,0,0,21,0,76,0,0
1,45,5,0,0,0,43,31,4,6,7,63,43,0,0,0
0,13,9,397,0,0,0,0,75,0,100,0,0,0,0,1
1,22,9,431,824,1,23,16,75,0,100,0,0,0,0,1
1,45,5,0,0,0,43,31,19,6,0,63,43,0,0,0
1,45,5,0,0,0,43,31,4,5,4,63,43,0,0,0
1,22,9,377,1200,1,0,0,75,0,100,0,0,0,0,1
1,22,9,252,1174,1,0,0,75,0,100,0,0,0,0,1
1,2,5,0,0,0,43,31,7,6,0,63,43,0,0,0
1,50,9,333,697,1,0,0,75,0,49,0,0,0,0,1
1,19,9,126,0,1,0,0,75,0,35,0,0,0,0,1
1,29,5,0,0,0,43,31,6,5,1,63,43,0,0,0
1,15,5,0,0,0,43,31,11,6,6,63,43,0,0,0
1,22,9,324,394,1,0,0,75,0,100,0,0,0,0,1
1,63,1,0,0,0,0,0,8,6,8,0,0,97,61,0
1,22,9,384,631,1,0,0,75,0,100,0,0,0,0,1
1,22,9,412,1210,1,0,0,75,0,100,0,0,0,0,1
1,45,5,0,0,0,43,31,5,6,4,63,43,0,0,0
1,22,9,267,513,1,0,0,75,0,100,0,0,0,0,1
1,19,9,282,0,0,0,0,75,0,50,0,0,0,0,1
1,22,9,416,853,1,0,0,75,0,100,0,0,0,0,1
1,24,1,0,0,0,0,0,11,6,5,0,0,97,61,0
1,56,5,0,0,0,43,31,75,0,55,61,41,0,0,0
1,45,5,0,0,0,43,31,4,5,5,57,43,0,0,0
1,22,9,327,219,1,0,0,75,0,100,0,1,0,0,1
2,11,9,505,140,0,0,0,75,0,99,0,0,0,0,1
2,45,9,23,244,0,0,0,75,0,99,0,0,0,0,1
2,11,9,411,0,0,0,0,75,0,15,1,0,0,0,1
1,45,4,1,0,0,0,0,75,0,1,0,0,97,61,0
1,22,9,401,503,1,0,0,75,0,100,0,0,0,0,1
1,50,9,557,701,1,0,0,75,0,82,0,0,0,0,1
2,45,9,373,0,0,0,0,75,0,20,2,0,0,0,0
1,45,5,0,0,0,43,31,3,8,4,63,43,0,0,0
1,22,9,260,257,1,0,0,75,0,100,0,0,0,0,1
1,45,5,0,0,0,43,31,4,6,20,38,43,3,0,0
2,11,9,505,878,0,0,0,75,1,100,0,0,0,0,1
1,22,9,252,405,1,0,0,75,0,100,0,0,0,0,1
1,5,5,0,0,0,43,31,5,6,2,63,43,0,0,0
1,22,9,467,442,1,0,0,75,0,100,1,1,0,0,1
1,45,5,0,0,0,43,31,9,6,8,63,43,0,0,0
2,11,9,502,1093,0,0,0,75,0,88,0,0,0,0,1
1,22,9,429,378,1,0,0,75,0,100,23,0,0,0,1
1,29,5,0,0,0,43,31,5,8,3,63,43,0,0,0
2,11,9,598,888,0,0,0,75,0,65,0,0,0,0,1
2,40,9,522,834,0,0,0,75,0,100,0,0,0,0,1
1,45,5,0,0,0,43,31,7,6,5,63,43,0,0,0
0,13,9,611,0,0,0,0,75,0,100,0,0,0,0,0
1,22,9,424,48,1,0,0,75,0,100,0,0,0,0,1
1,22,9,387,446,1,0,0,75,0,100,0,0,0,0,1
1,45,5,0,0,0,43,31,5,5,5,63,43,0,0,0
1,62,5,0,0,0,43,31,4,5,4,63,43,0,0,0
1,22,9,316,1180,1,0,0,75,0,100,0,0,0,0,1
1,45,5,0,0,0,43,31,9,6,12,63,43,0,0,0
1,18,9,567,440,1,0,0,75,0,19,0,0,1,5,1
0,13,9,611,0,0,0,0,75,0,100,0,0,0,0,0
1,63,1,0,0,0,0,0,6,6,6,0,0,97,61,0
1,19,9,621,0,1,0,0,75,0,100,0,0,0,0,0
1,22,9,476,656,1,0,0,75,0,100,0,0,0,0,1
1,6,1,0,0,0,0,0,3,7,4,0,0,97,61,0
1,18,5,0,0,0,43,31,2,6,7,63,43,0,0,0
1,45,1,0,0,0,0,0,2,7,0,0,0,97,61,0
1,22,5,0,0,0,25,11,75,0,100,8,0,8,0,1
0,14,9,17,0,0,0,0,75,0,18,4,0,0,0,0
2,40,9,151,0,0,0,0,75,0,1,0,0,0,0,1
2,11,9,501,862,0,0,0,75,0,90,0,0,0,0,1
1,45,5,0,0,0,43,31,1,6,4,63,43,0,0,0
1,19,5,0,0,0,43,31,2,5,2,63,43,0,0,0
2,11,9,505,231,0,0,0,75,1,100,0,0,0,0,1
1,22,9,313,1219,1,0,0,75,0,100,0,0,0,0,1
1,22,9,270,691,1,0,0,75,0,100,0,0,0,0,1
1,22,9,424,581,1,0,0,75,0,100,0,0,0,0,1
1,60,5,0,0,0,43,31,6,5,3,63,43,0,0,0
1,45,1,0,0,0,0,0,47,52,0,3,0,49,61,0
1,56,9,625,300,1,0,0,75,0,9,0,0,0,0,1
1,3,5,0,0,0,43,31,8,5,7,63,43,0,0,0
1,45,5,0,0,0,43,31,5,6,4,63,43,0,0,0
1,45,1,0,0,0,0,0,3,7,4,0,0,97,61,0
1,50,9,552,730,1,0,0,75,0,59,0,0,0,0,1
1,50,9,75,716,1,0,0,75,0,56,0,0,0,0,1
1,50,9,627,700,1,0,0,75,0,53,0,0,0,0,1
1,16,5,0,0,0,43,31,3,6,1,63,43,0,0,0
2,11,9,505,1169,0,0,0,75,0,83,0,0,0,0,1
1,22,9,421,1146,1,0,0,75,0,100,0,0,0,0,1
1,45,5,0,0,0,43,31,3,7,8,63,43,0,0,0
1,2,1,0,0,0,0,0,10,6,4,0,0,97,61,0
1,22,9,408,889,1,0,0,75,0,100,0,0,0,1,1
1,34,5,0,0,0,43,31,15,5,7,63,43,0,0,0
0,59,9,644,0,0,0,0,25,38,2,0,0,0,0,1
1,61,5,0,0,0,43,31,4,7,3,63,43,0,0,0
1,22,9,276,1035,1,0,0,75,0,100,0,0,0,0,1
2,45,9,1,0,0,0,0,75,0,14,0,0,0,0,0
1,56,9,649,341,1,0,0,75,0,29,0,0,0,0,1
1,19,9,668,0,1,0,0,75,0,44,0,1,0,0,1
1,15,1,0,0,0,0,0,10,6,6,0,0,97,61,0
1,22,9,223,1232,1,0,0,75,0,100,0,0,0,0,1
1,22,9,288,980,1,0,0,75,0,100,0,0,0,0,1
2,11,9,105,878,0,0,0,75,0,94,0,0,0,0,1
1,25,1,0,0,0,0,0,8,7,7,0,0,97,61,0
1,22,9,246,746,1,0,0,75,0,100,0,0,0,0,1
1,22,9,370,1260,1,0,0,75,0,100,0,0,0,0,1
1,3,9,658,763,0,0,0,75,0,5,0,0,0,0,1
0,13,9,551,0,0,0,0,75,0,1,1,0,1,0,1
1,22,9,329,837,1,0,0,75,0,100,0,0,0,0,1
2,11,9,507,888,0,0,0,75,0,100,0,0,0,0,1
1,16,2,0,0,0,0,0,7,6,2,0,0,97,61,0
1,19,9,676,0,0,0,0,75,0,19,0,0,0,0,1
0,14,9,17,0,0,0,0,75,0,11,0,0,0,0,0
1,38,5,0,0,0,43,31,1,6,0,63,43,0,0,0
1,36,5,0,0,0,43,31,5,6,5,63,43,0,0,0
0,14,9,523,0,0,0,0,75,0,100,0,0,0,0,0
1,22,5,0,0,0,25,21,75,0,100,0,0,0,0,1
1,22,9,429,489,1,0,0,75,0,100,0,0,0,0,1
1,22,9,308,694,1,0,0,75,0,98,0,0,0,0,1
1,25,5,0,0,0,43,31,2,6,1,63,43,0,0,0
1,37,1,0,0,0,0,0,9,7,4,0,0,97,61,0
1,40,4,1,0,0,0,0,75,0,1,0,0,97,61,0
1,45,5,0,0,0,43,31,10,6,2,63,43,0,0,0
1,63,5,0,0,0,43,31,2,6,2,63,43,0,0,0
1,32,5,0,0,0,43,31,10,6,8,63,43,0,0,0
1,50,9,118,615,1,0,0,75,0,56,0,0,0,0,1
1,22,9,319,1006,1,0,0,75,0,100,0,0,0,0,1
1,22,9,529,1196,1,0,0,75,0,100,0,0,0,0,0
1,22,9,382,247,1,0,0,75,0,100,0,0,0,0,1
1,40,9,541,0,1,6,0,6,34,1,1,0,0,0,1
1,12,5,0,0,0,43,31,6,5,1,63,43,0,0,0
2,11,9,507,888,0,0,0,75,0,100,0,0,0,0,1
1,45,4,1,0,0,0,0,75,0,1,0,0,97,61,0
0,14,9,523,0,0,0,0,75,0,100,0,0,0,0,0
